C00000935|02022017|354|10|3540
C00000984|01262017|1000|1|1000
C00000984|01122017|5000|1|5000
C00001016|02282017|125|4|499
C00001016|02272017|120|54|6480
C00001016|02222017|129|119|15310
C00001016|02142017|125|7|878
C00001016|02132017|117|1|117
C00001016|02082017|116|24|2787
C00001016|02072017|109|54|5904
C00001016|02032017|171|4|684
C00001016|01262017|314|16|5024
C00001016|01252017|203|1|203
C00001016|01242017|236|3|707
C00001016|01182017|261|2|522
C00001016|01162017|218|2|435
C00001016|01102017|264|4|1057
C00001016|01042017|211|1|211
C00001305|02122017|8|1|8
C00001305|02082017|250|1|250
C00001305|02062017|1339|1|1339
C00001305|01252017|1000|2|2000
C00001305|01052017|600|1|600
C00001313|02282017|325|6|1950
C00001313|02272017|622|3|1865
C00001313|02242017|217|3|650
C00001313|02232017|1500|1|1500
C00001313|02222017|6360|4|25440
C00001313|02212017|1143|7|8000
C00001313|02202017|883|3|2650
C00001313|02172017|5000|1|5000
C00001313|02162017|2000|1|2000
C00001313|02152017|380|2|760
C00001313|02142017|578|9|5200
C00001313|02092017|1017|3|3050
C00001313|02082017|3475|4|13900
C00001313|02072017|365|2|730
C00001313|02062017|580|5|2900
C00001313|02022017|250|1|250
C00001313|02012017|2625|2|5250
C00001313|01302017|5125|2|10250
C00001313|01242017|40|1|40
C00001313|01202017|300|1|300
C00001313|01182017|1000|1|1000
C00001313|01102017|1000|1|1000
C00001313|01062017|10000|1|10000
C00001313|01052017|7500|2|15000
C00001313|01042017|1000|1|1000
C00001388|02282017|366|51|18663
C00001388|01272017|391|4|1562
C00001388|01172017|344|6|2064
C00001636|02202017|208|6|1248
C00001636|01202017|208|4|832
C00001727|02232017|2500|1|2500
C00001727|02132017|1000|1|1000
C00001727|02102017|1000|1|1000
C00001727|02062017|1000|1|1000
C00001727|02032017|550|2|1100
C00001727|02022017|1500|2|3000
C00001727|01302017|500|1|500
C00002089|02272017|83|1|83
C00002089|02222017|125|1|125
C00002089|02162017|150|1|150
C00002089|02072017|40|1|40
C00002089|02062017|168|2|335
C00002089|01092017|323|1|323
C00002261|02212017|95|2|189
C00002261|02012017|95|2|189
C00002261|01182017|104|1|104
C00002469|02282017|159|78|12425
C00002469|02232017|425|2|850
C00002469|02222017|250|1|250
C00002469|02212017|1000|1|1000
C00002469|02142017|73|2|145
C00002469|02072017|270|1|270
C00002469|02032017|950|3|2850
C00002469|02012017|113|2|225
C00002469|01312017|264|15|3964
C00002469|01272017|300|1|300
C00002469|01262017|1000|1|1000
C00002469|01252017|373|3|1120
C00002766|02282017|76|1|76
C00002766|02272017|76|1|76
C00002766|02132017|339|4|1355
C00002766|01132017|374|19|7100
C00002881|02282017|667|2|1333
C00002881|02242017|2333|3|7000
C00002881|02212017|416|1|416
C00002881|02172017|249|5|1246
C00002881|02152017|2500|1|2500
C00002881|02142017|2750|1|2750
C00002881|02132017|1000|1|1000
C00002881|02102017|3957|11|43525
C00002881|02092017|5000|1|5000
C00002881|02062017|1500|2|3000
C00002881|02032017|410|4|1639
C00002881|02022017|3400|5|17000
C00002881|02012017|3000|1|3000
C00002881|01312017|5000|3|15000
C00002881|01252017|4031|8|32250
C00002881|01242017|2750|1|2750
C00002881|01202017|313|3|939
C00002881|01182017|416|1|416
C00002881|01172017|5000|1|5000
C00002881|01062017|555|1|555
C00002972|02282017|318|15|4770
C00002972|02272017|168|33|5543
C00002972|02242017|500|1|500
C00002972|02222017|188|2|375
C00002972|02212017|458|3|1375
C00002972|02172017|515|15|7725
C00002972|02162017|14|1|14
C00002972|02152017|485|1|485
C00002972|02132017|336|37|12445
C00002972|02102017|146|3|437
C00002972|02092017|650|2|1300
C00002972|02072017|378|9|3400
C00002972|02062017|234|5|1168
C00002972|02032017|270|10|2700
C00002972|02022017|450|5|2250
C00002972|01312017|164|15|2466
C00002972|01302017|769|8|6150
C00002972|01262017|500|2|1000
C00002972|01252017|375|2|750
C00002972|01242017|14|1|14
C00002972|01232017|434|18|7808
C00002972|01202017|286|4|1143
C00002972|01182017|375|2|750
C00002972|01172017|420|3|1261
C00002972|01132017|500|5|2500
C00002972|01122017|600|10|6000
C00002972|01112017|250|1|250
C00002972|01092017|500|1|500
C00002972|01042017|500|1|500
C00002972|01032017|436|19|8279
C00003160|02272017|191|4|762
C00003160|01252017|241|1|241
C00003251|02272017|64|15|962
C00003251|02212017|185|1|185
C00003251|02172017|283|1|283
C00003251|02132017|267|3|800
C00003251|02102017|90|8|717
C00003251|01232017|218|5|1090
C00003418|02282017|254|417|106016
C00003418|02272017|252|541|136457
C00003418|02242017|218|146|31890
C00003418|02232017|242|205|49625
C00003418|02222017|260|354|92073
C00003418|02212017|292|353|103192
C00003418|02172017|475|60|28473
C00003418|02162017|1537|104|159870
C00003418|02152017|251|138|34697
C00003418|02142017|876|173|151593
C00003418|02132017|239|426|101711
C00003418|02102017|6178|95|586943
C00003418|02092017|1735|103|178685
C00003418|02082017|325|206|66946
C00003418|02072017|687|311|213795
C00003418|02062017|375|336|125832
C00003418|02032017|2359|167|393950
C00003418|02022017|334|285|95086
C00003418|02012017|1840|463|852070
C00003418|01312017|375|367|137751
C00003418|01302017|253|401|101335
C00003418|01272017|446|144|64166
C00003418|01262017|430|200|86006
C00003418|01252017|636|82|52123
C00003418|01242017|510|562|286765
C00003418|01232017|559|573|320061
C00003418|01202017|289|245|70689
C00003418|01192017|1184|34|40240
C00003418|01182017|353|158|55743
C00003418|01172017|564|547|308572
C00003418|01132017|879|176|154725
C00003418|01122017|1986|184|365390
C00003418|01112017|695|230|159946
C00003418|01102017|735|455|334644
C00003418|01092017|834|432|360475
C00003418|01062017|2888|98|283053
C00003418|01052017|3336|56|186843
C00003418|01042017|780|241|188100
C00003418|01032017|386|213|82161
C00003590|02282017|68|10|679
C00003590|02272017|90|1|90
C00003590|02152017|80|4|321
C00003590|02012017|165|2|330
C00003590|01232017|38|1|38
C00003632|02272017|120|2|239
C00003632|02222017|77|3|230
C00003632|02172017|71|22|1571
C00003632|02142017|176|10|1760
C00003632|02032017|133|12|1590
C00003632|02012017|114|1|114
C00003632|01202017|123|2|245
C00003632|01182017|392|1|392
C00003632|01062017|253|3|759
C00003764|02242017|238|1|238
C00003764|02232017|625|2|1250
C00003764|02212017|1000|1|1000
C00003764|02172017|3000|2|6000
C00003764|02162017|2683|2|5365
C00003764|02152017|250|1|250
C00003764|02142017|333|2|665
C00003764|02132017|207|13|2695
C00003764|02102017|619|2|1238
C00003764|02082017|2683|2|5365
C00003764|01302017|1600|5|8000
C00003764|01272017|238|1|238
C00003764|01232017|2500|1|2500
C00003764|01182017|250|1|250
C00003764|01132017|238|1|238
C00003764|01112017|663|2|1325
C00003764|01042017|225|1|225
C00003764|01032017|250|1|250
C00003855|02272017|1500|5|7500
C00003855|02262017|5000|1|5000
C00003855|02242017|2700|5|13500
C00003855|02232017|1500|1|1500
C00003855|02222017|2053|4|8210
C00003855|02212017|5000|2|10000
C00003855|02162017|1500|1|1500
C00003855|02132017|1250|2|2500
C00003855|02122017|500|1|500
C00003855|02102017|2500|1|2500
C00003855|02082017|1750|2|3500
C00003855|02072017|1917|3|5750
C00003855|02062017|1375|2|2750
C00003855|01312017|1500|1|1500
C00003855|01302017|2563|4|10250
C00003855|01272017|2750|7|19250
C00003855|01262017|1208|3|3625
C00003855|01252017|2667|3|8001
C00003855|01242017|3250|2|6500
C00003855|01202017|250|1|250
C00003855|01182017|1000|1|1000
C00003855|01172017|2833|3|8500
C00003855|01062017|2500|1|2500
C00004036|02272017|700|1|700
C00004036|02152017|181|2|362
C00004036|02142017|150|1|150
C00004036|02062017|174|1|174
C00004325|02282017|245|2|489
C00004325|02232017|292|1|292
C00004325|02162017|396|1|396
C00004325|02132017|201|1|201
C00004325|02102017|241|1|241
C00004325|01272017|225|1|225
C00004325|01252017|241|1|241
C00004325|01232017|465|1|465
C00004325|01202017|387|1|387
C00004325|01172017|435|1|435
C00004325|01052017|1000|1|1000
C00004325|01032017|210|1|210
C00004473|02282017|512|12|6145
C00004473|02212017|302|19|5730
C00004473|02152017|415|58|24095
C00004473|02062017|365|9|3285
C00004473|01312017|404|7|2830
C00004473|01302017|351|27|9475
C00004473|01232017|401|28|11235
C00004473|01132017|482|15|7230
C00004606|02212017|250|1|250
C00004812|01302017|3368|3|10104
C00004812|01272017|250|1|250
C00004812|01262017|2236|6|13416
C00004812|01252017|3063|4|12250
C00004812|01242017|5000|2|10000
C00004812|01232017|833|3|2500
C00004812|01212017|208|1|208
C00004812|01182017|500|1|500
C00004812|01162017|208|1|208
C00004812|01152017|1250|1|1250
C00004812|01142017|416|1|416
C00004812|01132017|458|2|916
C00004812|01062017|625|2|1250
C00004812|01022017|229|2|458
C00004812|01012017|1250|1|1250
C00004861|02232017|63|2|126
C00004861|02142017|59|3|176
C00004861|02032017|650|1|650
C00004879|02282017|72|2|144
C00004879|02152017|72|2|144
C00004879|01132017|2500|1|2500
C00004994|02232017|250|1|250
C00004994|02162017|500|3|1500
C00004994|01272017|375|4|1500
C00004994|01132017|333|12|4000
C00005249|02282017|300|2|600
C00005249|02272017|300|1|300
C00005249|02242017|269|3|808
C00005249|02212017|300|1|300
C00005249|02202017|210|1|210
C00005249|02152017|235|1|235
C00005249|02142017|320|1|320
C00005249|02132017|2500|1|2500
C00005249|02102017|252|11|2769
C00005249|02022017|350|1|350
C00005249|01312017|254|2|508
C00005249|01242017|417|3|1250
C00005249|01202017|239|3|718
C00005249|01132017|1500|1|1500
C00005249|01122017|500|1|500
C00005249|01112017|400|1|400
C00005249|01102017|299|12|3582
C00005249|01062017|240|2|480
C00005249|01052017|500|1|500
C00005462|01302017|250|4|1000
C00005660|02282017|500|6|3000
C00005660|02242017|250|1|250
C00005660|02212017|250|1|250
C00005660|02172017|375|5|1875
C00005660|02162017|525|5|2625
C00005660|02152017|250|2|500
C00005660|02142017|542|3|1625
C00005660|02132017|313|4|1250
C00005660|02122017|625|2|1250
C00005660|02102017|250|1|250
C00005660|02092017|250|5|1250
C00005660|02082017|250|1|250
C00005660|02072017|250|1|250
C00005660|02062017|250|4|1000
C00005660|02032017|469|4|1875
C00005660|02022017|333|9|3000
C00005660|02012017|375|2|750
C00005660|01312017|344|8|2750
C00005660|01302017|304|7|2125
C00005660|01262017|313|4|1250
C00005660|01252017|250|1|250
C00005660|01232017|500|6|3000
C00005660|01202017|375|1|375
C00005660|01192017|375|2|750
C00005660|01152017|250|1|250
C00005660|01142017|250|1|250
C00005660|01132017|250|1|250
C00005660|01122017|250|1|250
C00005660|01112017|250|4|1000
C00005660|01102017|250|2|500
C00005660|01092017|354|6|2125
C00005660|01082017|250|3|750
C00005660|01062017|250|1|250
C00005660|01042017|375|2|750
C00005660|01032017|250|1|250
C00005660|01022017|250|2|500
C00005785|02282017|420|15|6300
C00005785|01312017|1057|1|1057
C00005926|02232017|414|5|2070
C00005926|02212017|375|2|750
C00005926|02202017|250|2|500
C00005926|02172017|250|1|250
C00005926|02062017|5000|1|5000
C00005926|02032017|250|1|250
C00005926|01182017|7500|6|45000
C00005926|01102017|2400|1|2400
C00005926|01032017|250|1|250
C00006080|02272017|450|3|1350
C00006080|02242017|1062|5|5310
C00006080|02232017|354|2|708
C00006080|02212017|2500|1|2500
C00006080|02172017|500|1|500
C00006080|02152017|1250|1|1250
C00006080|02142017|1375|2|2750
C00006080|02132017|763|2|1525
C00006080|02102017|625|1|625
C00006080|02092017|500|2|1000
C00006080|02072017|5000|1|5000
C00006080|02052017|500|1|500
C00006080|02032017|2625|2|5250
C00006080|02022017|300|2|600
C00006080|02012017|250|1|250
C00006080|01312017|1393|11|15328
C00006080|01302017|792|6|4750
C00006080|01282017|250|1|250
C00006080|01272017|750|2|1500
C00006080|01262017|500|4|2000
C00006080|01252017|5000|1|5000
C00006080|01242017|750|2|1500
C00006080|01232017|1682|34|57195
C00006080|01192017|625|2|1250
C00006080|01182017|1955|11|21500
C00006080|01172017|1875|4|7500
C00006080|01132017|5000|3|15000
C00006080|01122017|1603|5|8015
C00006080|01112017|500|1|500
C00006080|01102017|1083|3|3250
C00006080|01092017|970|5|4850
C00006080|01072017|250|1|250
C00006080|01062017|1667|3|5000
C00007070|02282017|298|19|5655
C00007070|01312017|319|15|4791
C00007450|02242017|212|9|1912
C00007450|02152017|1000|3|3000
C00007450|02072017|2000|1|2000
C00007450|02022017|2750|2|5500
C00007450|02012017|1250|3|3750
C00007450|01272017|242|5|1209
C00007450|01252017|350|1|350
C00007450|01052017|1000|1|1000
C00007542|02242017|113|2|225
C00007880|01312017|677|2|1354
C00007880|01302017|620|5|3102
C00007880|01272017|223|3|668
C00007880|01252017|102|3|305
C00007880|01232017|250|1|250
C00007880|01202017|150|11|1649
C00007880|01192017|5|1|5
C00007880|01182017|396|6|2377
C00007880|01172017|750|1|750
C00007880|01132017|352|7|2465
C00007880|01122017|222|3|666
C00007880|01102017|315|1|315
C00007880|01062017|208|5|1040
C00007880|01052017|201|10|2010
C00007922|02282017|140|17|2372
C00007922|02272017|147|23|3382
C00007922|02242017|134|13|1747
C00007922|02222017|154|6|925
C00007922|02212017|114|23|2630
C00007922|02172017|133|3|399
C00007922|02132017|56|2|112
C00007922|02102017|154|25|3860
C00007922|02032017|176|2|351
C00007922|02022017|122|3|367
C00007922|01312017|247|7|1727
C00007922|01302017|285|5|1426
C00007922|01122017|242|5|1211
C00007948|02282017|211|44|9272
C00008086|02282017|1120|2|2240
C00008086|02272017|583|3|1750
C00008086|02232017|250|1|250
C00008086|02082017|3583|3|10750
C00008086|02062017|10000|2|20000
C00008086|02032017|1370|2|2740
C00008086|01302017|1740|2|3480
C00008086|01282017|1000|1|1000
C00008086|01232017|750|2|1500
C00008086|01192017|1740|1|1740
C00008086|01182017|250|1|250
C00008086|01172017|2650|2|5300
C00008086|01132017|500|1|500
C00008086|01122017|625|2|1250
C00008086|01102017|5000|1|5000
C00008086|01042017|1548|5|7740
C00008268|02282017|131|10|1312
C00008474|02282017|158|2|315
C00008474|02172017|128|144|18486
C00008474|02142017|575|1|575
C00008474|02032017|141|122|17179
C00008474|01202017|166|80|13246
C00008839|02282017|300|1|300
C00008839|02272017|300|1|300
C00008839|02262017|250|1|250
C00008839|02222017|525|2|1050
C00008839|02212017|200|2|400
C00008839|02182017|367|3|1100
C00008839|02152017|250|1|250
C00008839|02142017|525|4|2100
C00008839|02132017|238|2|475
C00008839|02122017|1000|1|1000
C00008839|02112017|575|4|2300
C00008839|02102017|500|1|500
C00008839|02092017|544|9|4900
C00008839|02082017|385|3|1154
C00008839|02072017|500|1|500
C00008839|02052017|2500|1|2500
C00008839|02042017|614|7|4300
C00008839|02032017|967|6|5800
C00008839|02012017|1000|1|1000
C00008839|01312017|525|4|2100
C00008839|01302017|285|4|1140
C00008839|01282017|541|6|3243
C00008839|01272017|601|7|4209
C00008839|01262017|250|1|250
C00008839|01252017|1000|1|1000
C00008839|01222017|1000|1|1000
C00008839|01212017|465|24|11150
C00008839|01202017|600|3|1800
C00008839|01192017|645|8|5157
C00008839|01142017|500|1|500
C00008839|01132017|501|1|501
C00008839|01112017|1000|1|1000
C00008839|01092017|300|1|300
C00008839|01052017|250|1|250
C00008839|01032017|300|1|300
C00008839|01022017|300|1|300
C00009282|02282017|122|201|24493
C00009282|02222017|107|2|213
C00009282|02152017|146|143|20864
C00009282|02062017|4000|3|12000
C00009282|01312017|187|89|16642
C00009282|01222017|5000|2|10000
C00009282|01132017|208|59|12272
C00009639|02282017|226|12|2712
C00009639|01312017|346|4|1382
C00009936|02282017|122|7|856
C00009936|02162017|250|1|250
C00009936|02102017|1040|1|1040
C00009936|02062017|390|2|780
C00009936|02052017|1040|1|1040
C00009936|02042017|385|2|770
C00009985|02282017|846|23|19459
C00009985|02272017|1244|17|21155
C00009985|02252017|2500|1|2500
C00009985|02242017|1781|8|14250
C00009985|02232017|1000|3|3000
C00009985|02222017|1500|2|3000
C00009985|02212017|1884|3|5652
C00009985|02202017|325|1|325
C00009985|02172017|537|5|2685
C00009985|02162017|500|3|1500
C00009985|02152017|162|8|1297
C00009985|02142017|2125|4|8500
C00009985|02132017|416|2|832
C00009985|02112017|455|2|910
C00009985|02102017|617|3|1850
C00009985|02092017|614|4|2454
C00009985|02072017|1883|3|5650
C00009985|02062017|2133|4|8530
C00009985|02032017|805|5|4025
C00009985|02022017|1180|5|5900
C00009985|02012017|604|2|1208
C00009985|01312017|928|18|16696
C00009985|01302017|2124|15|31866
C00009985|01272017|1850|2|3700
C00009985|01262017|3000|2|6000
C00009985|01252017|1000|1|1000
C00009985|01242017|375|2|750
C00009985|01232017|1595|2|3190
C00009985|01182017|3750|3|11250
C00009985|01172017|3575|3|10726
C00009985|01162017|5000|1|5000
C00009985|01152017|208|3|624
C00009985|01122017|416|2|832
C00009985|01112017|2083|3|6250
C00009985|01102017|1100|1|1100
C00009985|01082017|1375|2|2750
C00009985|01062017|2007|6|12041
C00009985|01052017|1433|4|5730
C00009985|01042017|2625|2|5250
C00009985|01032017|400|2|800
C00010033|02282017|429|4|1715
C00010033|02272017|291|4|1165
C00010033|02262017|134|2|267
C00010033|02242017|500|1|500
C00010033|02232017|370|2|740
C00010033|02222017|240|1|240
C00010033|02212017|546|8|4370
C00010033|02202017|370|2|740
C00010033|02192017|500|1|500
C00010033|02162017|180|2|360
C00010033|02152017|417|3|1250
C00010033|02142017|250|1|250
C00010033|02132017|375|2|750
C00010033|02112017|500|1|500
C00010033|02102017|325|4|1300
C00010033|02072017|200|4|800
C00010033|02032017|300|1|300
C00010033|02012017|500|1|500
C00010033|01302017|500|1|500
C00010033|01252017|500|1|500
C00010124|01242017|5000|2|10000
C00010124|01192017|1500|6|9000
C00010124|01072017|250|1|250
C00010124|01062017|2500|1|2500
C00010421|02282017|727|11|8000
C00010421|02272017|1017|34|34568
C00010421|02212017|472|17|8023
C00010421|02202017|954|6|5725
C00010421|02142017|2250|3|6750
C00010421|02132017|773|21|16233
C00010421|02092017|712|10|7120
C00010421|02082017|1010|13|13126
C00010421|02072017|1188|8|9500
C00010421|02062017|858|19|16301
C00010421|02032017|1466|17|24916
C00010421|02022017|208|1|208
C00010421|02012017|893|20|17867
C00010421|01312017|793|24|19030
C00010421|01302017|367|5|1834
C00010421|01252017|810|15|12151
C00010421|01242017|729|19|13850
C00010421|01182017|229|2|458
C00010421|01172017|1000|6|6000
C00010421|01162017|216|5|1082
C00010421|01132017|500|4|2000
C00010421|01122017|1681|10|16808
C00010421|01112017|577|4|2309
C00010421|01102017|1250|4|5000
C00010421|01092017|344|8|2750
C00010421|01062017|354|2|708
C00010421|01052017|1017|10|10166
C00010439|01302017|847|3|2540
C00010439|01282017|934|1|934
C00010439|01272017|489|5|2446
C00010439|01262017|218|1|218
C00010439|01242017|266|2|531
C00010439|01232017|418|4|1670
C00010439|01202017|513|2|1025
C00010439|01172017|143|2|285
C00010439|01152017|211|1|211
C00010439|01142017|934|1|934
C00010439|01132017|602|2|1204
C00010439|01122017|1000|2|2000
C00010439|01112017|289|2|578
C00010439|01102017|207|1|207
C00010470|02282017|210|422|88764
C00010470|01312017|302|193|58325
C00010603|02282017|206|430|88509
C00010603|02272017|257|220|56472
C00010603|02262017|118|106|12483
C00010603|02252017|179|103|18460
C00010603|02242017|306|240|73438
C00010603|02232017|234|214|50049
C00010603|02222017|252|280|70696
C00010603|02212017|249|189|46973
C00010603|02202017|80|129|10350
C00010603|02192017|84|39|3270
C00010603|02182017|200|48|9590
C00010603|02172017|188|222|41720
C00010603|02162017|563|169|95173
C00010603|02152017|359|128|45994
C00010603|02142017|273|187|51033
C00010603|02132017|683|177|120941
C00010603|02122017|121|56|6775
C00010603|02112017|95|52|4914
C00010603|02102017|363|201|72908
C00010603|02092017|281|180|50583
C00010603|02082017|336|182|61129
C00010603|02072017|302|161|48636
C00010603|02062017|229|80|18326
C00010603|02052017|205|56|11476
C00010603|02042017|392|79|30995
C00010603|02032017|236|154|36409
C00010603|02022017|159|151|23985
C00010603|02012017|484|136|65827
C00010603|01312017|461|130|59878
C00010603|01302017|487|104|50679
C00010603|01292017|279|41|11454
C00010603|01282017|507|108|54750
C00010603|01272017|506|83|42014
C00010603|01262017|517|119|61560
C00010603|01252017|322|116|37404
C00010603|01242017|434|129|55930
C00010603|01232017|313|51|15973
C00010603|01222017|369|60|22147
C00010603|01212017|175|58|10150
C00010603|01202017|521|178|92677
C00010603|01192017|380|208|79118
C00010603|01182017|456|117|53301
C00010603|01172017|855|64|54747
C00010603|01162017|165|19|3140
C00010603|01152017|221|23|5075
C00010603|01142017|137|38|5199
C00010603|01132017|355|64|22689
C00010603|01122017|417|111|46270
C00010603|01112017|421|221|93060
C00010603|01102017|219|95|20833
C00010603|01092017|316|125|39560
C00010603|01082017|145|27|3915
C00010603|01072017|217|52|11280
C00010603|01062017|147|30|4418
C00010603|01052017|1129|37|41755
C00010603|01042017|254|84|21313
C00010603|01032017|188|44|8264
C00010603|01022017|2980|15|44700
C00010603|01012017|468|16|7484
C00010868|01312017|900|2|1800
C00010868|01302017|550|5|2750
C00010868|01292017|1000|1|1000
C00010868|01282017|750|2|1500
C00010868|01272017|700|2|1400
C00010868|01262017|400|2|800
C00010868|01252017|1000|2|2000
C00010868|01242017|1000|2|2000
C00010868|01232017|1000|1|1000
C00010868|01202017|1000|1|1000
C00010868|01192017|633|6|3800
C00010868|01182017|2133|3|6400
C00010868|01172017|325|2|650
C00010868|01162017|1000|1|1000
C00010868|01092017|630|5|3150
C00010868|01052017|1000|1|1000
C00010868|01042017|521|7|3650
C00010868|01032017|839|27|22650
C00011114|02282017|78|145|11349
C00011114|02242017|101|5|507
C00011114|02232017|86|9|770
C00011114|02222017|76|3|227
C00011114|02172017|43|2|85
C00011114|02152017|97|60|5833
C00011114|02142017|99|3|296
C00011114|02132017|94|4|375
C00011114|02102017|118|28|3302
C00011114|02082017|119|11|1305
C00011114|02062017|117|1|117
C00011114|02032017|25|1|25
C00011114|02022017|110|1|110
C00011114|02012017|158|2|315
C00011114|01312017|119|19|2253
C00011114|01302017|342|2|684
C00011114|01252017|220|4|878
C00011114|01192017|110|1|110
C00011114|01132017|207|1|207
C00011643|02022017|300|1|300
C00012245|02242017|305|6|1832
C00012245|02222017|1688|4|6750
C00012245|02152017|310|101|31321
C00012245|02102017|299|99|29565
C00012245|02062017|500|1|500
C00012245|01312017|336|5|1682
C00012245|01262017|650|2|1300
C00012245|01252017|1042|11|11461
C00012245|01242017|2688|4|10750
C00012245|01172017|2908|6|17450
C00012245|01132017|340|79|26855
C00012245|01102017|317|74|23471
C00012468|02282017|114|59|6722
C00012468|02242017|67|3|201
C00012468|02172017|121|1|121
C00012468|02152017|128|43|5483
C00012468|02102017|100|1|100
C00012468|02032017|163|2|326
C00012468|01312017|159|29|4606
C00012468|01202017|163|2|326
C00012468|01152017|208|8|1664
C00012468|01062017|205|1|205
C00012484|02242017|400|1|400
C00012484|02172017|375|2|750
C00012484|02102017|750|3|2250
C00012880|02272017|300|3|900
C00012880|02262017|250|1|250
C00012880|02232017|533|3|1600
C00012880|02222017|375|4|1500
C00012880|02212017|479|12|5750
C00012880|02202017|500|1|500
C00012880|02182017|1000|2|2000
C00012880|02172017|375|6|2250
C00012880|02162017|516|16|8250
C00012880|02132017|252|6|1509
C00012880|02112017|500|2|1000
C00012880|02072017|1000|1|1000
C00012880|02052017|500|1|500
C00012880|02042017|250|1|250
C00012880|01302017|325|2|650
C00012880|01282017|250|1|250
C00012880|01262017|333|3|1000
C00012880|01252017|375|2|750
C00012880|01242017|2500|1|2500
C00012880|01222017|230|2|460
C00012880|01202017|250|1|250
C00012880|01192017|250|5|1250
C00012880|01182017|500|1|500
C00012880|01122017|492|5|2459
C00012880|01112017|375|2|750
C00012880|01092017|500|1|500
C00012880|01052017|500|1|500
C00012880|01032017|500|1|500
C00012914|02282017|344|15|5163
C00012914|02272017|600|5|3000
C00012914|02242017|1000|1|1000
C00012914|02222017|1167|3|3500
C00012914|02182017|250|1|250
C00012914|02172017|500|2|1000
C00012914|02162017|729|12|8750
C00012914|02152017|833|3|2500
C00012914|02102017|250|2|500
C00012914|02092017|375|2|750
C00012914|02062017|625|1|625
C00012914|02022017|1000|1|1000
C00012914|02012017|250|1|250
C00012914|01312017|854|6|5125
C00012914|01272017|300|1|300
C00012914|01262017|2083|3|6250
C00012914|01252017|1500|1|1500
C00012914|01242017|472|3|1416
C00012914|01232017|250|1|250
C00012914|01192017|1875|4|7500
C00012914|01182017|1406|2|2812
C00012914|01172017|1143|7|8000
C00012914|01162017|500|1|500
C00012914|01152017|5000|1|5000
C00012914|01132017|1000|1|1000
C00012914|01122017|1375|2|2750
C00012914|01112017|708|2|1416
